Prerequisite,course_EFTSL,course_EFTSL_url,course_campus,course_career,course_code,course_credit,course_description,course_faculty,course_faculty_url,course_fee,course_fee_url,course_further_info,course_further_info_url,course_hours,course_outline,course_outline_url,course_school,course_school_url,course_title,course_url 
Prerequisite: COMP1927 or COMP2521 or MTRN3500,(more info),/general/2018/SSAPO/EFTSL.html,Sydney,Undergraduate,COMP2911,6,"The engineering design and use of reliable and complex systems.  Object orientation and design.  Problem solving design methodologies: backtrack, greedy method, divide and conquer, dynamic methods.  Practical assignments, laboratory exercises, formal examination.",Faculty of Engineering,/faculties/2018/eng/eng.html,See Tuition Fee Schedule,https://student.unsw.edu.au/fees-to-pay,See Class Timetable,http://www.timetable.unsw.edu.au/2018/COMP2911.html,5,www.cse.unsw.edu.au/~cs2911,http://www.cse.unsw.edu.au/~cs2911,School of Computer Science and Engineering,http://www.cse.unsw.edu.au/,Engineering Design in Computing ,http://legacy.handbook.unsw.edu.au/undergraduate/courses/2018/COMP2911.html
"Prerequisite: COMP1927, or (COMP1531 or SENG1031, and COMP2521)",(more info),/general/2018/SSAPO/EFTSL.html,Sydney,Undergraduate,COMP2511,6,"This course aims to introduce students to the principles of object-oriented design and to fundamental techniques in object-oriented programming. It is typically taken in the second year of study, after COMP2521, to ensure an appropriate background in data structures. The knowledge gained in COMP2511 is useful in a wide range of later-year CS courses.,The goal of the course is to expose students to:",Faculty of Engineering,/faculties/2018/eng/eng.html,See Tuition Fee Schedule,https://student.unsw.edu.au/fees-to-pay,See Class Timetable,http://www.timetable.unsw.edu.au/2018/COMP2511.html,6,School website,https://www.engineering.unsw.edu.au/computer-science-engineering/courses-programs/course-offerings,School of Computer Science and Engineering,http://www.cse.unsw.edu.au/,Object-Oriented Design & Programming ,http://legacy.handbook.unsw.edu.au/undergraduate/courses/2018/COMP2511.html
Prerequisite: COMP1511 or COMP1917 or COMP1921,(more info),/general/2018/SSAPO/EFTSL.html,Sydney,Undergraduate,COMP2521,6,"The goal of this course is to deepen students' understanding of data structures and algorithms and how these can be employed effectively in the design of software systems. We anticipate that it will generally be taken in the second year of a program, but since its only pre-requisite is COMP1511, is it possible to take it in first year. It is an important course in covering a range of core data structures and algorithms that will be used in context in later courses.,An introduction the structure, analysis and usage of a range of fundamental data types and the core algorithms that operate on them, including: algorithm analysis, sorting, searching, trees, graphs, files, algorithmic strategies, analysis and measurement of programs. Labs and programming assignments in C, using a range of Unix tools.",Faculty of Engineering,/faculties/2018/eng/eng.html,See Tuition Fee Schedule,https://student.unsw.edu.au/fees-to-pay,See Class Timetable,http://www.timetable.unsw.edu.au/2018/COMP2521.html,7,School,https://www.engineering.unsw.edu.au/computer-science-engineering,School of Computer Science and Engineering,http://www.cse.unsw.edu.au/,Data Structures and Algorithms ,http://legacy.handbook.unsw.edu.au/undergraduate/courses/2018/COMP2521.html
No Enrolment Requirements,(more info),/general/2018/SSAPO/EFTSL.html,Sydney,Undergraduate,COMP1511,6,"An introduction to problem-solving via programming, which aims to have students develop proficiency in using a high level programming language. Topics: algorithms, program structures (statements, sequence, selection, iteration, functions), data types (numeric, character), data structures (arrays, tuples, pointers, lists), storage structures (memory, addresses), introduction to analysis of algorithms, testing, code quality, teamwork, and reflective practice. The course includes extensive practical work in labs and programming projects.",Faculty of Engineering,/faculties/2018/eng/eng.html,See Tuition Fee Schedule,https://student.unsw.edu.au/fees-to-pay,See Class Timetable,http://www.timetable.unsw.edu.au/2018/COMP1511.html,7,Refer to the School's website,https://www.engineering.unsw.edu.au/computer-science-engineering/courses-programs/undergraduate,School of Computer Science and Engineering,http://www.cse.unsw.edu.au/,Introduction to Programming ,http://legacy.handbook.unsw.edu.au/undergraduate/courses/2018/COMP1511.html
"Prerequisite: COMP1917 or COMP1921 or COMP1511 or COMP1521, or (COMP1911 and MTRN2500)",(more info),/general/2018/SSAPO/EFTSL.html,Sydney,Undergraduate,COMP2121,6,"Instruction Set Architecture (ISA), Floating point number representation, computer arithmetic, assembly and machine language programming, machine language fundamentals; addressing modes; instruction repertoire, assembly language programming methodology, interrupts and I/O interfacing (hardware and software), serial communication, timers, analog input and output, converting analog signals to digital signals (data acquisition), taking input from a variety of sensors and driving actuators, buses and memory system, low level device drivers.",Faculty of Engineering,/faculties/2018/eng/eng.html,See Tuition Fee Schedule,https://student.unsw.edu.au/fees-to-pay,See Class Timetable,http://www.timetable.unsw.edu.au/2018/COMP2121.html,5,www.cse.unsw.edu.au/~cs2121,http://www.cse.unsw.edu.au/~cs2121,School of Computer Science and Engineering,http://www.cse.unsw.edu.au/,Microprocessors and Interfacing ,http://legacy.handbook.unsw.edu.au/undergraduate/courses/2018/COMP2121.html
"Prerequisite: Enrolment in a non-CSE major (no BINF, COMP, or SENG)",(more info),/general/2018/SSAPO/EFTSL.html,Sydney,Undergraduate,COMP1400,6,An introduction to the concepts and techniques of object oriented programming with a focus on the construction of interactive multimedia applications. Delivery is through lectures and computer lab classes. Assessment will be via a number of in-class exercises and staged assignments.,Faculty of Engineering,/faculties/2018/eng/eng.html,See Tuition Fee Schedule,https://student.unsw.edu.au/fees-to-pay,See Class Timetable,http://www.timetable.unsw.edu.au/2018/COMP1400.html,3,www.cse.unsw.edu.au/~cs1400,http://www.cse.unsw.edu.au/~cs1400,School of Computer Science and Engineering,http://www.cse.unsw.edu.au/,Programming for Designers ,http://legacy.handbook.unsw.edu.au/undergraduate/courses/2018/COMP1400.html
No Enrolment Requirements,(more info),/general/2018/SSAPO/EFTSL.html,Sydney,Undergraduate,COMP1000,6,": This course is available as General Education and can therefore not be taken by students enrolled in an Engineering program.,World wide web (WWW) dependent activities have  become  an essential part of our existence and yet many of us do not know much about how they work.  In the first part of this course, we introduce the abstract features of the internet and the  software that makes it so powerful.  Knowledge about the architecture of the internet, world wide web, browsers, search engines, e-commerce, security, etc.  will be helpful in using the internet more effectively as well as becoming aware of the several pitfalls  associated with this modern technology.,Spreadsheets and databases are two of the most commonly used and powerful computer tools yet they are often poorly utilised and the reasons for using one rather than the other are poorly understood.  Many people purchase Microsoft Office which comes bundled with Microsoft Excel and Microsoft Access - a spreadsheet and a database application - yet while many people have some familiarity with Microsoft Excel, Microsoft Access is rarely utilised.  This course aims to explain in straightforward terms the concepts underlying both of these powerful pieces of software so that students can exploit them effectively for both their studies and future careers. We will investigate how to design and implement effective spreadsheet and database applications. Students should also be able to transfer these skills to other similar spreadsheet and database packages. ,Lab access will be provided, however students will be expected to have personal copies of Microsoft Excel and Microsoft Access on their own computers.",Faculty of Engineering,/faculties/2018/eng/eng.html,See Tuition Fee Schedule,https://student.unsw.edu.au/fees-to-pay,See Class Timetable,http://www.timetable.unsw.edu.au/2018/COMP1000.html,0,http://www.cse.unsw.edu.au/~cs1000,http://www.cse.unsw.edu.au/~cs1000,School of Computer Science and Engineering,http://www.cse.unsw.edu.au/,"Introduction to World Wide Web, Spreadsheets and Databases ",http://legacy.handbook.unsw.edu.au/undergraduate/courses/2018/COMP1000.html
No Enrolment Requirements,(more info),/general/2018/SSAPO/EFTSL.html,Sydney,Undergraduate,COMM4002,6,"This course will extend into the areas of advanced multivariate analysis and business models and thus assumes a sound knowledge of basic statistical analysis and techniques. Topics will cover a range of advanced quantitative techniques and modeling that are used for research in business today, including: multivariate analysis of variance, conjoint and choice analysis, factor and correspondence analysis, structural equation modeling, latent class analysis, analysis for panel data, models commonly used in quantitative business, including logit and probit models, and how they are used to test business theories. Special attention is paid to the underlying theory and assumptions of the methods and models used. Hands-on practical sessions will enable participants to implement these tools, techniques and models in the context of specific business applications.",UNSW Business School,/faculties/2018/comm/comm.html,See Tuition Fee Schedule,https://student.unsw.edu.au/fees-to-pay,See Class Timetable,http://www.timetable.unsw.edu.au/2018/COMM4002.html,3,COMM4002 Course Outline,http://www.business.unsw.edu.au/courseoutlines,UNSW Business School,http://www.business.unsw.edu.au,Quantitative Research Methods ,http://legacy.handbook.unsw.edu.au/undergraduate/courses/2018/COMM4002.html
Prerequisite conditions: enroled in program (4501 OR 4502),(more info),/general/2018/SSAPO/EFTSL.html,Sydney,Undergraduate,COMM4003,6,"This course will enable student to acquire in-depth knowledge, skills and experience necessary to conduct a qualitative research study.  It is intended to inspire, excite and prepare students to undertake qualitative research.  The course focuses on issues critical for qualitative inquiry, such as philosophical foundations, theory building, the design and conduct of qualitative study (of different types), methods of data collection and analysis, researcher role and relationships with subjects researched, the quality of qualitative research, presentation of findings and writing a research proposal and a thesis.  It will also include the review of exemplary papers adopting a variety of qualitative research methods from organization studies, management, marketing, accounting, information systems, and other business disciplines. The course will adopt a workshop style where students will actively engage in debates and work with empirical material.  The course content and structure will be responsive to students’ needs.",UNSW Business School,/faculties/2018/comm/comm.html,See Tuition Fee Schedule,https://student.unsw.edu.au/fees-to-pay,See Class Timetable,http://www.timetable.unsw.edu.au/2018/COMM4003.html,3,COMM4003 Course outline,http://www.asb.unsw.edu.au/schools/Pages/courseoutlines.aspx,School of Information Systems and Technology Management,http://www.sistm.unsw.edu.au/,Qualitative Research Methods ,http://legacy.handbook.unsw.edu.au/undergraduate/courses/2018/COMM4003.html
No Enrolment Requirements,(more info),/general/2018/SSAPO/EFTSL.html,Sydney,Undergraduate,COMM3030,6,"This is an experiential, intensive course offered in Summer and Winter, which enables UG students to gain experience in developing and/or assisting to implement a social business plan within a community of need. The community may be within Australia or overseas. While living within this community, students will work in teams on a specified project, selected so as to make a tangible contribution to this particular community.",UNSW Business School,/faculties/2018/comm/comm.html,See Tuition Fee Schedule,https://student.unsw.edu.au/fees-to-pay,See Class Timetable,http://www.timetable.unsw.edu.au/2018/COMM3030.html,70,COMM3030 Course Outline,http://www.business.unsw.edu.au/courseoutlines,UNSW Business School,http://www.business.unsw.edu.au,Social Entrepreneurship Practicum ,http://legacy.handbook.unsw.edu.au/undergraduate/courses/2018/COMM3030.html
WAM 65+ & completion of one of the following (ACCT2522/ACCT2542/ECON2101/ FINS2624/ECON2206/MGMT2705/MGMT2718/INFS2603/INFS2621/MGMT2102/MGMT2101/ MARK2051/MARK2052/TABL2751) & studying a Business program & have not completed COMM3020/COMM3030/COMM2222,(more info),/general/2018/SSAPO/EFTSL.html,Sydney,Undergraduate,COMM2233,6,"This course provides an opportunity for Business School students to apply their academic knowledge and other professional skills to solve real world problems as part of consulting team. Partnering with Industry, students will work with a company mentor and have the opportunity to pitch their solution to a panel of industry experts.",UNSW Business School,/faculties/2018/comm/comm.html,See Tuition Fee Schedule,https://student.unsw.edu.au/fees-to-pay,See Class Timetable,http://www.timetable.unsw.edu.au/2018/COMM2233.html,3,COMM2233 Course Outline,http://www.business.unsw.edu.au/courseoutlines,UNSW Business School,http://www.business.unsw.edu.au,Industry Consulting Project ,http://legacy.handbook.unsw.edu.au/undergraduate/courses/2018/COMM2233.html
No Enrolment Requirements,(more info),/general/2018/SSAPO/EFTSL.html,Sydney,Undergraduate,COMM3020,6,"This course affords students the opportunity to gain international understanding, exposure and workplace skills through studying and working in a specified location overseas. Examples include Indonesia, Hong Kong, China and South Korea. The course is run in intensive mode in Summer and Winter. The central component of the course is the opportunity to work in a small student consulting team on a genuine business issue of a client organisation. This is supported by master classes provided by local leaders of business and government organisations.",UNSW Business School,/faculties/2018/comm/comm.html,See Tuition Fee Schedule,https://student.unsw.edu.au/fees-to-pay,See Class Timetable,http://www.timetable.unsw.edu.au/2018/COMM3020.html,40,COMM3020 Course Outline,http://www.business.unsw.edu.au/courseoutlines,UNSW Business School,http://www.business.unsw.edu.au,Global Business Practicum ,http://legacy.handbook.unsw.edu.au/undergraduate/courses/2018/COMM3020.html
No Enrolment Requirements,(more info),/general/2018/SSAPO/EFTSL.html,Sydney,Undergraduate,COMM1001,6,"This course addresses foundation language principles and practices, targeting the achievement of fundamental English communication skills and literacy skills required for successful advanced learning in a university context. Tailored to the specific needs of students studying Economics and Business, the course will enable students to understand, summarise and critique complex presentations and readings, to discuss ideas with others, and to communicate challenging and complex concepts and arguments clearly in both oral and written form.",UNSW Business School,/faculties/2018/comm/comm.html,See Tuition Fee Schedule,https://student.unsw.edu.au/fees-to-pay,See Class Timetable,http://www.timetable.unsw.edu.au/2018/COMM1001.html,6,COMM1001 Course Outline,http://www.business.unsw.edu.au/courseoutlines,UNSW Business School,http://www.business.unsw.edu.au,Communication in Business and Economics ,http://legacy.handbook.unsw.edu.au/undergraduate/courses/2018/COMM1001.html
No Enrolment Requirements,(more info),/general/2018/SSAPO/EFTSL.html,Sydney,Undergraduate,COMM1000,6,"Do you believe in a fairer, more equitable society?  Would you like to be a part of finding solutions that mean a better future for your country?,Whether your career lies in business, not-for-profit, social enterprise or government, this is a course about how you can meaningfully contribute to creating better social outcomes.   Whether your course of study is business, law, the arts, social sciences, built environment, engineering or medicine, you can learn how to apply your skills to benefit the community.,Using context from real and complex social issues which policy makers, industry leaders and social service providers grapple with every day, we will explore models for system change, social innovation, cross-sectoral collaboration and much more.  You will complete the course with a broad understanding of social systems and the keys to initiating and sustaining positive social change in a world full of competitive priorities, you will learn to communicate with the future employers your understanding of social sustainability., ,You will explore local and global trends through a range of case and you will have the rare opportunity to hear directly from experts in business, government and social purpose organisations who have initiated social change with success.",UNSW Business School,/faculties/2018/comm/comm.html,See Tuition Fee Schedule,https://student.unsw.edu.au/fees-to-pay,See Class Timetable,http://www.timetable.unsw.edu.au/2018/COMM1000.html,3,COMM1000 Course Outline,http://www.business.unsw.edu.au/courseoutlines,UNSW Business School,http://www.business.unsw.edu.au,Creating Social Change: From Innovation to Impact,http://legacy.handbook.unsw.edu.au/undergraduate/courses/2018/COMM1000.html
No Enrolment Requirements,(more info),/general/2018/SSAPO/EFTSL.html,Sydney,Undergraduate,CODE4200,18,"This course is a major research-based investigation into a subject related to the student’s area of specialisation. It can be seen as a building block for ARCH 1482 and CODE4200, but it is a standalone project and yields its own outcome – a critical review of the computational design literature. This leads to a culmination of a well-informed understanding of the chosen research topic. It is expected that the critical review of the literature will offer a critical interpretation of the existing knowledge and literature. The length of the thesis, including drawings, models and illustrations, should not exceed 20,000 words.",Built Environment,/faculties/2018/blten/blten.html,See Tuition Fee Schedule,https://student.unsw.edu.au/fees-to-pay,See Class Timetable,http://www.timetable.unsw.edu.au/2018/CODE4200.html,2,Computational Design,http://www.be.unsw.edu.au/undergraduate-degrees/computational-design-code/program-details,Built Environment,http://www.be.unsw.edu.au/,Honours Thesis ,http://legacy.handbook.unsw.edu.au/undergraduate/courses/2018/CODE4200.html
No Enrolment Requirements,(more info),/general/2018/SSAPO/EFTSL.html,Sydney,Undergraduate,COMM2222,6,"This course provides an opportunity for Business School students to apply their academic knowledge and other professional skills in a real working environment.,Students are required to spend a minimum of 140 hours working with a partner company on a placement or project basis.  The course involves preparatory modules prior to beginning any placement, and completion of academic assignments throughout the placement.,Enrolment in the course is restricted and only Business School students studying a single or dual degree who meet the requirements of the selection process will be admitted. Eligibility is listed on ,.",UNSW Business School,/faculties/2018/comm/comm.html,See Tuition Fee Schedule,https://student.unsw.edu.au/fees-to-pay,See Class Timetable,http://www.timetable.unsw.edu.au/2018/COMM2222.html,40,COMM2222 Course Outline,http://www.business.unsw.edu.au/courseoutlines,UNSW Business School,http://www.business.unsw.edu.au,Industry Experience Program ,http://legacy.handbook.unsw.edu.au/undergraduate/courses/2018/COMM2222.html
No Enrolment Requirements,(more info),/general/2018/SSAPO/EFTSL.html,Sydney,Undergraduate,CODE4100,12,"This course is a major research-based investigation into a subject related to the student’s area of specialisation. It can be seen as a building block for ARCH 1482 and CODE4200, but it is a standalone project and yields its own outcome – a critical review of the computational design literature. This leads to a culmination of a well-informed understanding of the chosen research topic. It is expected that the critical review of the literature will offer a critical interpretation of the existing knowledge and literature. The length of the final as submitted literature review, should not exceed 8,000 words.",Built Environment,/faculties/2018/blten/blten.html,See Tuition Fee Schedule,https://student.unsw.edu.au/fees-to-pay,See Class Timetable,http://www.timetable.unsw.edu.au/2018/CODE4100.html,5,Computational Design,http://www.be.unsw.edu.au/undergraduate-degrees/computational-design-code/program-details,Built Environment,http://www.be.unsw.edu.au/,Critical Review of the Literature ,http://legacy.handbook.unsw.edu.au/undergraduate/courses/2018/CODE4100.html
Pre: CODE3100  and CODE2256 or CODE3156,(more info),/general/2018/SSAPO/EFTSL.html,Sydney,Undergraduate,CODE3202,6,"The Graduation Project is the culmination of the Computational Design studios and the Bachelor of Computational Design degree. It develops a design component (practice) in CODE3202 that is argued for through theory in CODE3201. Both CODE3201 and CODE3202 are one package and students need to be enrolled in both. Thesis and project must fit within one of the seven paths and give students the chance to specialize in one of the paths as part of their degree and consequently gaining a proficiency level in the subject. We apply Design Research as a methodological structure for both, CODE3201 and CODE3202. Industry partners can provide projects and the student work will consequently concentrate on ‘real world’ problems delivered out of an industry context. This is aligned with CoDe’s vision to become a Research & Development department for creative industries and exposing students to the concept of research as a part of a design process. If no industry partner can be aligned to a students project, students will complete their thesis without an industry partner as the industry partner is an option and not compulsory. Projects in CODE3202 can and will vary depended on the specialisation path. To give and example projects in: Constructing would result in either physical models, workflows or virtual simulations; in Contextualising sensor based and electronic interfaces; and in Calibrating digital workflows or optimisation software packages. Hence the course deliverables will vary. Still all projects are based on a design question, defined in CODE3201 and need to be documented accordingly through plans, section, elevations, pictures, video clips, physical or virtual models, etc. The course is complemented through a series of industry lectures to introduce students to industry and to prepare them for their future careers in various companies.",Built Environment,/faculties/2018/blten/blten.html,See Tuition Fee Schedule,https://student.unsw.edu.au/fees-to-pay,See Class Timetable,http://www.timetable.unsw.edu.au/2018/CODE3202.html,4,http://www.be.unsw.edu.au/,http://www.be.unsw.edu.au/,Built Environment,http://www.be.unsw.edu.au/,Graduation Project: Practice ,http://legacy.handbook.unsw.edu.au/undergraduate/courses/2018/CODE3202.html
Pre: CODE3100  and CODE2256 or CODE3156,(more info),/general/2018/SSAPO/EFTSL.html,Sydney,Undergraduate,CODE3201,6,"The Graduation Project is the culmination of the Computational Design studios and the Bachelor of Computational Design degree. It develops a written component (thesis) in CODE3201 that is underpinned through project / practice work in CODE3202. Both CODE3201 and CODE3202 are one package and students need to be enrolled in both. Graduation Projects will take research findings and knowledge gained in Semester 1 (CODE3100) and deepen and extend this knowledge in CODE3201. In order to assess their skills and monitor the progress of their thesis CODE3201 has following key objectives. Students will produce as a final thesis outcome a 4 - 6000 word report in form of a conference paper style submission describing and discussing their project. The research project context is defined by preliminary research done in Semester 1 and presented and confirmed at the final presentation in CODE3100. The thesis outline in detail: (1) Research aims and motivation; (2) Research Objectives; (3) Research Question; (4) Methodology to answer question; (5) Background Research; (6) Case study or the specific project students worked on; (7) Significance of Research by position it to the work by others (Test cases); (8) Evaluation of work; and (9) Conclusion.  Teaching in CODE3201 is done via a one-to-one supervision and thesis and project must fit within one of the seven paths and give students the chance to specialize in one of the paths as part of their degree and consequently gaining a proficiency level in the subject. We apply Design Research as a methodological structure for both, CODE3201 and CODE3202 as: “Design Research is a systematic search for and acquisition of knowledge related to general human ecology, considered from a ‘designerly way of thinking (i.e., project-oriented) perspective."" (Findeli, 2010)",Built Environment,/faculties/2018/blten/blten.html,See Tuition Fee Schedule,https://student.unsw.edu.au/fees-to-pay,See Class Timetable,http://www.timetable.unsw.edu.au/2018/CODE3201.html,4,http://www.be.unsw.edu.au/,http://www.be.unsw.edu.au/,Built Environment,http://www.be.unsw.edu.au/,Graduation Project: Theory ,http://legacy.handbook.unsw.edu.au/undergraduate/courses/2018/CODE3201.html
Prerequisite: CHEM1011 or CHEM1031.,(more info),/general/2018/SSAPO/EFTSL.html,Sydney,Undergraduate,CVEN2701,6,"This course aims to provide an introduction to water chemistry and atmospheric chemistry, as a foundation for understanding both the natural processes in these environments and the effects of pollution on them.  It will build on the basic chemical concepts learned in CHEM1011 and will develop additional concepts as required, in order to describe the chemical processes occurring in aquatic and atmospheric systems.",Faculty of Engineering,/faculties/2018/eng/eng.html,See Tuition Fee Schedule,https://student.unsw.edu.au/fees-to-pay,See Class Timetable,http://www.timetable.unsw.edu.au/2018/CVEN2701.html,5,http://www.civeng.unsw.edu.au/,http://www.civeng.unsw.edu.au/,School of Civil and Environmental Engineering,http://www.civeng.unsw.edu.au/,Water and Atmospheric Chemistry ,http://legacy.handbook.unsw.edu.au/undergraduate/courses/2018/CVEN2701.html
No Enrolment Requirements,(more info),/general/2018/SSAPO/EFTSL.html,Sydney,Undergraduate,CVEN2501,6,"The object of CVEN2501 is to introduce students to the practice of water engineering. Topics discussed include properties of fluids, manometry, hydrostatics, the principles of mass conservation, energy conservation, the forces and momentum in flowing fluids, flow in pipes, boundary layers, dimensional analysis, physical models, flow in open channels inclusive of specific energy, Manning and Chezy equations, uniform flow, subcritical and supercritical flow, hydraulic jumps, and gradually varied flow profiles.",Faculty of Engineering,/faculties/2018/eng/eng.html,See Tuition Fee Schedule,https://student.unsw.edu.au/fees-to-pay,See Class Timetable,http://www.timetable.unsw.edu.au/2018/CVEN2501.html,5,http://www.civeng.unsw.edu.au/,http://www.civeng.unsw.edu.au/,School of Civil and Environmental Engineering,http://www.civeng.unsw.edu.au/,Principles of Water Engineering ,http://legacy.handbook.unsw.edu.au/undergraduate/courses/2018/CVEN2501.html
Prerequisite: CODE3100,(more info),/general/2018/SSAPO/EFTSL.html,Sydney,Undergraduate,CODE3200,12,"The Graduation Project is the culmination of the Computational Design studios and the Bachelor of Computational Design degree.The Graduation Project includes a written component (thesis) that is underpinned through project work. Thesis and project must fit within one of the seven streams previously studied. Ideas for the project work and for thesis are defined underneath the ‘Grand Narrative’ umbrella in contemporary topics from e.g. Arts, Music, Politics, Society, and Business, Science and Technology. Accordingly, the ‘Grand Narrative’ will also frame the Graduation Exhibition.",Built Environment,/faculties/2018/blten/blten.html,See Tuition Fee Schedule,https://student.unsw.edu.au/fees-to-pay,See Class Timetable,http://www.timetable.unsw.edu.au/2018/CODE3200.html,4,Computational Design,http://www.be.unsw.edu.au/undergraduate-degrees/computational-design-code/program-details,Built Environment,http://www.be.unsw.edu.au/,Graduation Project ,http://legacy.handbook.unsw.edu.au/undergraduate/courses/2018/CODE3200.html
No Enrolment Requirements,(more info),/general/2018/SSAPO/EFTSL.html,Sydney,Undergraduate,CVEN2402,6,"The course is presented as 2 strands. The first strand is concerned with transport planning concepts and fundamentals of traffic theory.   The transport planning component dwells on technical applications related to interactions between transport, land use and the environment. Topics include: introduction to four step transport planning process, transport network principles and their applications, transport demand models and sustainable transport strategies. The traffic theory component introduces basics of traffic engineering relationships, performance characteristics of roads, traffic management and delay computations in relation to unsignalised intersections and roundabouts. This strand is allocated approximately 2/3 of teaching content and is common for both Civil and Environmental Engineering students.,The second strand is specifically for Environmental students. This strand focuses on the environmental impacts of transport and sustainable development. Topics include: assessment of environmental and community impacts from traffic noise, vehicle emissions and air pollution. It also includes EIA of major transport projects, concepts of transport policy, international trends and sustainable transport.",Faculty of Engineering,/faculties/2018/eng/eng.html,See Tuition Fee Schedule,https://student.unsw.edu.au/fees-to-pay,See Class Timetable,http://www.timetable.unsw.edu.au/2018/CVEN2402.html,5,http://www.civeng.unsw.edu.au/,http://www.civeng.unsw.edu.au/,School of Civil and Environmental Engineering,http://www.civeng.unsw.edu.au/,Transport Engineering &Environmental Sustainabilit ,http://legacy.handbook.unsw.edu.au/undergraduate/courses/2018/CVEN2402.html
Pre: year 1 & 2 core courses,(more info),/general/2018/SSAPO/EFTSL.html,Sydney,Undergraduate,CODE3100,6,"This course is part of the practice orientated teaching trajectory ‘Calibrating in the Stream 2: Optimisation and Decision Support, in the student specialisation journey. This is a studio based design course. The focus is on developing a framework for Computational and Spatial Design research through critique of ‘collaboration’. ,Students will begin to define a major in either ‘constructing’; ‘calibrating’ or ‘contextualising’. The course preparation facilitates, through digital collaboration further skill foundation with a group project. A main investigation topic-‘Grand Narrative’ interconnects all projects in Year 3.,The ‘Grand Narrative’ is set by the course lecturers each year and is announced at the beginning of the semester. Peer review will engage, challenge and question academic and industry points of view.",Built Environment,/faculties/2018/blten/blten.html,See Tuition Fee Schedule,https://student.unsw.edu.au/fees-to-pay,See Class Timetable,http://www.timetable.unsw.edu.au/2018/CODE3100.html,4,Computational Design,http://www.be.unsw.edu.au/undergraduate-degrees/computational-design-code/program-details,Built Environment,http://www.be.unsw.edu.au/,Digital Collaboration Studio ,http://legacy.handbook.unsw.edu.au/undergraduate/courses/2018/CODE3100.html
No Enrolment Requirements,(more info),/general/2018/SSAPO/EFTSL.html,Sydney,Undergraduate,CODE2270,6,"This course is part of the practice orientated teaching trajectory ‘Calibrating’ combining Stream 2: Optimisation and Decision Support and Stream 7: BIM Modelling.,The course focuses on computer-aided building simulation and optimisation, to apply systems that analyse existing conditions, support planning decisions, improve performance optimise efficiencies and achieve financial savings. Students will engage in debate about findings in structural engineering, environmental engineering, finance, and science to study how the built environment can be simulated and optimised. Projects in this course will predict future performances and deliver simulated findings. To be followed by further study of results to overcome the discrepancies between simulated and actual building performance.",Built Environment,/faculties/2018/blten/blten.html,See Tuition Fee Schedule,https://student.unsw.edu.au/fees-to-pay,See Class Timetable,http://www.timetable.unsw.edu.au/2018/CODE2270.html,5,Computational Design,http://www.be.unsw.edu.au/undergraduate-degrees/computational-design-code/program-details,Built Environment,http://www.be.unsw.edu.au/,Design Information Management,http://legacy.handbook.unsw.edu.au/undergraduate/courses/2018/CODE2270.html
No Enrolment Requirements,(more info),/general/2018/SSAPO/EFTSL.html,Sydney,Undergraduate,CVEN2401,6,"The course is presented as 2 strands. The first strand is concerned with transport planning concepts and fundamentals of traffic theory.   The transport planning component dwells on technical applications related to interactions among transport, land use and the environment. Topics include: introduction to four step transport planning process, transport network principles and their applications, transport demand models and sustainable transport strategies. The traffic theory component introduces basics of traffic engineering relationships, performance characteristics of roads, traffic management and delay computations in relation to unsignalised intersections and roundabouts. This strand which is allocated approximately 2/3 of teaching content is common for both Civil and Environmental Engineering students.,The second strand is specifically for Civil Engineering students. This strand relates to development of technical skills required to prepare geometric design of highways. It introduces the design and computation process of rural roads and intersections, including horizontal and vertical alignment of highways, cross-sections and earthworks.",Faculty of Engineering,/faculties/2018/eng/eng.html,See Tuition Fee Schedule,https://student.unsw.edu.au/fees-to-pay,See Class Timetable,http://www.timetable.unsw.edu.au/2018/CVEN2401.html,5,http://www.civeng.unsw.edu.au/,http://www.civeng.unsw.edu.au/,School of Civil and Environmental Engineering,http://www.civeng.unsw.edu.au/,Sustainable Transport and Highway Engineering ,http://legacy.handbook.unsw.edu.au/undergraduate/courses/2018/CVEN2401.html
No Enrolment Requirements,(more info),/general/2018/SSAPO/EFTSL.html,Sydney,Undergraduate,CODE2256,6,"The course will introduce students to Python scripting in order to program their own code and tailor made scripts implemented into Rhino or Grasshopper. Students are introduced in the new computer language by giving an overview about the advancements of Python verses other previously learned programming languages. The elective is an applied elective that will help students in gaining skills needed for the other three intensive courses running for five weeks in Year 2 Semester 2. These are CODE2250 (Advanced Digital Fabrication); CODE2230 (Urban Interaction Design); CODE 2270 (Design Information Management).,The Project(s) are not related to the interests of the elective but uses the three core courses CODE2250 (Advanced Digital Fabrication); CODE2230 (Urban Interaction Design); CODE 2270 (Design Information Management) as base for developing three distinctive codes to support the aims and goals of the projects in these courses. Thus students will come with very different and very specific tasks to the elective and the tutors will help in developing these software packages for their projects.",Built Environment,/faculties/2018/blten/blten.html,See Tuition Fee Schedule,https://student.unsw.edu.au/fees-to-pay,See Class Timetable,http://www.timetable.unsw.edu.au/2018/CODE2256.html,3,Computational Design,http://www.be.unsw.edu.au/undergraduate-degrees/computational-design-code/program-details,Built Environment,http://www.be.unsw.edu.au/,Rhino and Grasshopper Advanced: Python I ,http://legacy.handbook.unsw.edu.au/undergraduate/courses/2018/CODE2256.html
